Q.NO.,Q.Type,Date,Ministry,Member,Subject,links
2130,UNSTARRED ,10.12.2021,WOMEN AND CHILD DEVELOPMENT,"Y,Shri Devendrappa,Jadhav,Dr. Umesh G.,Surya,Shri L.S. Tejasvi,Raghavendra,Shri B. Y.,Simha,Shri Prathap,Karadi,Shri Sanganna Amarappa",Mapping of Migrant Women,http://164.100.24.220/loksabhaquestions/annex/177/AU2130.pdf
2125,UNSTARRED ,10.12.2021,WOMEN AND CHILD DEVELOPMENT,"Mondal,Smt. Pratima",Dowry System,http://164.100.24.220/loksabhaquestions/annex/177/AU2125.pdf
2122,UNSTARRED ,10.12.2021,WOMEN AND CHILD DEVELOPMENT,"Baij,Shri Deepak",Increase in Malnutrition during Corona Period,http://164.100.24.220/loksabhaquestions/annex/177/AU2122.pdf
2121,UNSTARRED ,10.12.2021,WOMEN AND CHILD DEVELOPMENT,"Baalu,Shri Thalikkottai Rajuthevar,Maadam,Smt. Poonamben Hematbhai",Working Women Hostels,http://164.100.24.220/loksabhaquestions/annex/177/AU2121.pdf
2105,UNSTARRED ,10.12.2021,WOMEN AND CHILD DEVELOPMENT,"Kesineni,Shri Srinivas,Meena,Shri Arjunlal,Galla,Shri Jayadev,Ram Mohan Naidu,Shri Kinjarapu,Bidhuri,Shri Ramesh,Singh,Shri Dushyant,Sangma,Kum. Agatha K.,Maadam,Smt. Poonamben Hematbhai",Children Orphaned due to COVID-19,http://164.100.24.220/loksabhaquestions/annex/177/AU2105.pdf
2096,UNSTARRED ,10.12.2021,WOMEN AND CHILD DEVELOPMENT,"Sarangi,Smt. Aparajita",Support to Training & Employment Programme for Women,http://164.100.24.220/loksabhaquestions/annex/177/AU2096.pdf
2093,UNSTARRED ,10.12.2021,WOMEN AND CHILD DEVELOPMENT,"Goswami,Shri Dulal Chandra",POCSO e-Box,http://164.100.24.220/loksabhaquestions/annex/177/AU2093.pdf
2090,UNSTARRED ,10.12.2021,WOMEN AND CHILD DEVELOPMENT,"Patil,Shri Unmesh Bhaiyyasaheb, Dhairyasheel,shri,Sambhajirao Mane,Vikhepatil,Dr. Sujay Radhakrishna,Gavit,Dr. Heena Vijaykumar,Shinde,Dr. Shrikant Eknath",Special Package to Sates for Empowerment of Poor Women and Children,http://164.100.24.220/loksabhaquestions/annex/177/AU2090.pdf
2073,UNSTARRED ,10.12.2021,WOMEN AND CHILD DEVELOPMENT,"Sahoo,Shri Mahesh",Audit of Anganwadi Centres,http://164.100.24.220/loksabhaquestions/annex/177/AU2073.pdf
84,STARRED Supp. Ques  ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Katara,Shri Kanakmal,Paswan,Shri Chirag",Crime Against Women,http://164.100.24.220/loksabhaquestions/annex/177/AS84.pdf
1149,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Majhi,Shri Ramesh Chandra",Representation of Anganwadi Workers Union,http://164.100.24.220/loksabhaquestions/annex/177/AU1149.pdf
1146,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Y,Shri Devendrappa,Jadhav,Dr. Umesh G.,Sharma,Shri Anurag,Raghavendra,Shri B. Y.,Tripura,Shri Rebati",Mahila Shakti Kendra,http://164.100.24.220/loksabhaquestions/annex/177/AU1146.pdf
1130,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Chaudhary,Shri Bhagirath ,Nath,Shri Balak,Saraswati,Shri Sumedhanand,Vishnu Prasad,Dr. M.K.",National Nutrition Mission,http://164.100.24.220/loksabhaquestions/annex/177/AU1130.pdf
1124,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Ravikumar,Shri D.",Sexual Abuse during Online Classes,http://164.100.24.220/loksabhaquestions/annex/177/AU1124.pdf
1122,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Beniwal,Shri Hanuman",District Child Welfare Committee,http://164.100.24.220/loksabhaquestions/annex/177/AU1122.pdf
1119,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Patil,Shri Unmesh Bhaiyyasaheb, Dhairyasheel,shri,Sambhajirao Mane,Vikhepatil,Dr. Sujay Radhakrishna,Gavit,Dr. Heena Vijaykumar,Shinde,Dr. Shrikant Eknath",Empowerment of Women,http://164.100.24.220/loksabhaquestions/annex/177/AU1119.pdf
1109,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Naik-Nimbalkar,Shri Ranjeetsinha Hindurao,Shrangre,Shri Sudhakar Tukaram,Chakraborty,Ms. Mimi,Rudy,Shri Rajiv Pratap,Mallah,Shri Kripanath,Ariff,Adv. Abdul Majeed,Benny,Shri Behanan,Dhanorkar,Shri Balubhau (Alias Suresh Narayan),Patil,Shri Bheemrao Baswanthrao,Adhikari, Shri Deepak (Dev),Rao,Shri Nama Nageswara,Sudhakaran,Shri Kumbakudi",Malnutrition,http://164.100.24.220/loksabhaquestions/annex/177/AU1109.pdf
1101,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Gogoi,Shri Gaurav",National Survey on Child Nutrition,http://164.100.24.220/loksabhaquestions/annex/177/AU1101.pdf
1091,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Dilip,Shri Saikia,Kaushik,Shri Ramesh Chander",Schemes for NE States,http://164.100.24.220/loksabhaquestions/annex/177/AU1091.pdf
1086,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Chauhan,Shri Nihal Chand",Decline in Child Sex Ratio,http://164.100.24.220/loksabhaquestions/annex/177/AU1086.pdf
1074,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Kodikunnil,Shri Suresh",Child Marriage,http://164.100.24.220/loksabhaquestions/annex/177/AU1074.pdf
1052,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Khaleque, Shri Abdul",Crime Against Children,http://164.100.24.220/loksabhaquestions/annex/177/AU1052.pdf
1038,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Jothimani,Ms. S.",Central Adoption Resource Authority,http://164.100.24.220/loksabhaquestions/annex/177/AU1038.pdf
1037,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Lokhande,Shri Sadashiv Kisan,Nete,Shri Ashok Mahadeorao",Creche Facility,http://164.100.24.220/loksabhaquestions/annex/177/AU1037.pdf
1032,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Misra,Shri Pinaki",Awareness against Witch-hunting,http://164.100.24.220/loksabhaquestions/annex/177/AU1032.pdf
1018,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Kumari,Ms. Diya",Rehabilitation of Child Beggars,http://164.100.24.220/loksabhaquestions/annex/177/AU1018.pdf
1017,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Bista,Shri Raju",Promotion of Women Entrepreneurship,http://164.100.24.220/loksabhaquestions/annex/177/AU1017.pdf
1003,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Patil,Shri Shriniwas Dadasaheb",Free Water and Electricity to ICDS Centres,http://164.100.24.220/loksabhaquestions/annex/177/AU1003.pdf
1000,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Sagar,Shri Arun Kumar,Rawat,Shri Ashok Kumar",ICDS Services in Uttar Pradesh,http://164.100.24.220/loksabhaquestions/annex/177/AU1000.pdf
977,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Chazhikadan,Shri Thomas,Shukla,Shri Ravindra Shyamnarayan alias Ravi Kishan,Sharma,Shri Anurag,Kushawaha,Shri Ravindra,Tripura,Shri Rebati",Swadhar Greh Scheme,http://164.100.24.220/loksabhaquestions/annex/177/AU977.pdf
966,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Reddy,Dr. Gaddam Ranjith",Beti Bachao Beti Padhao Scheme,http://164.100.24.220/loksabhaquestions/annex/177/AU966.pdf
964,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Kunwar, Danish Ali,Galla,Shri Jayadev",Sexual Harassment at Workplace,http://164.100.24.220/loksabhaquestions/annex/177/AU964.pdf
962,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Patel,Shri Parbatbhai Savabhai,Kachhadiya,Shri Naranbhai Bhikhabhai",Capacity Building Programme for Women in Dairy Farming,http://164.100.24.220/loksabhaquestions/annex/177/AU962.pdf
961,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Dharmapuri,Shri Arvind",Schemes for Empowerment of Women,http://164.100.24.220/loksabhaquestions/annex/177/AU961.pdf
959,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Mohammed,Shri Faizal P.P.",National Tracking System for Missing Children,http://164.100.24.220/loksabhaquestions/annex/177/AU959.pdf
955,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Sagar,Shri Arun Kumar,Rawat,Shri Ashok Kumar",Beti Bachao Beti Padhao Campaign,http://164.100.24.220/loksabhaquestions/annex/177/AU955.pdf
942,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Sagar,Shri Arun Kumar,Benny,Shri Behanan,Nagar,Shri Malook,Sudhakaran,Shri Kumbakudi,Pala,Shri Vincent H,Rawat,Shri Ashok Kumar,K. Navas,Shri Kani",Pradhan Mantri Matru Vandana Yojna,http://164.100.24.220/loksabhaquestions/annex/177/AU942.pdf
933,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Ram,Shri Vishnu Dayal,Tagore B,Shri Manickam",Portal for Children Orphaned Due to COVID-19,http://164.100.24.220/loksabhaquestions/annex/177/AU933.pdf
932,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Y,Shri Devendrappa,Jolle,Shri Annasaheb Shankar,Jadhav,Dr. Umesh G.,Surya,Shri L.S. Tejasvi,Raghavendra,Shri B. Y.,Simha,Shri Prathap,Karadi,Shri Sanganna Amarappa",Adoption Agencies in India,http://164.100.24.220/loksabhaquestions/annex/177/AU932.pdf
927,UNSTARRED ,03.12.2021,WOMEN AND CHILD DEVELOPMENT,"Kolhe,Dr. Amol Ramsing,Tatkare,Shri Sunil Dattatray,Jawed,Dr. Mohammad,Anuradha,Smt. Chinta ,Venkata Satyavathi,Dr. Beesetti ,Rangaiah,Shri Talari,Madhavi,Ms. Goddeti,Nallakonda Gari,Shri Reddeppa,Singari,Dr. Sanjeev Kumar,Satyanarayana,Shri M V V,Sharma,Shri Kuldeep Rai,Benny,Shri Behanan,Dhanorkar,Shri Balubhau (Alias Suresh Narayan),Bhamre,Dr. Subhash Ramrao,Reddy,Shri Magunta Sreenivasulu,Baalu,Shri Thalikkottai Rajuthevar,Thirunavukkarasar,Shri Su,Sudhakaran,Shri Kumbakudi,Rathod,Shri Ratansinh Magansinh,Muraleedharan,Shri K.,Sule,Smt. Supriya Sadanand,Singh,Shri Ravneet,Kalanidhi,Dr. V.,Karunanidhi,Smt. Kanimozhi,K. Navas,Shri Kani,Chellakumar,Dr. A.,Senthilkumar. S.,Shri DNV ,Jothimani,Ms. S.,Vijay Vasanth,Shri Vijayakumar (alias),Gurumoorthy,Shri Maddila",Global Hunger Index 2021,http://164.100.24.220/loksabhaquestions/annex/177/AU927.pdf
268,STARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Suresh,Shri Doddaalahalli Kempegowda",Facilities for Anganwadi Workers,http://164.100.24.220/loksabhaquestions/annex/176/AS268.pdf
266,STARRED Supp. Ques  ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Sethi,Smt. Sarmistha",National Nutrition Mission,http://164.100.24.220/loksabhaquestions/annex/176/AS266.pdf
265,STARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Rajenimbalkar,Shri Omprakash Bhupalsinh alias Pawan,Bhavana Gawali (Patil), Ms.",Anganwadi Centres in Rented Buildings,http://164.100.24.220/loksabhaquestions/annex/176/AS265.pdf
3216,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Yadav,Shri Krishna Pal Singh",Malnourished Children in Tribal Areas,http://164.100.24.220/loksabhaquestions/annex/176/AU3216.pdf
3215,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Singh,Shri Pradeep Kumar",Make In India Smart Phones For Anganwadi Workers,http://164.100.24.220/loksabhaquestions/annex/176/AU3215.pdf
3212,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Patel,Shri Mitesh Rameshbhai (Bakabhai)",Supplementary Nutrition Under NFSA,http://164.100.24.220/loksabhaquestions/annex/176/AU3212.pdf
3209,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Singh,Shri Shyam Yadav",Gender Champions,http://164.100.24.220/loksabhaquestions/annex/176/AU3209.pdf
3208,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Sreekandan,Shri Vellalath Kochukrishnan Nair.",Impact of COVID on Anganwadi Services,http://164.100.24.220/loksabhaquestions/annex/176/AU3208.pdf
3207,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Goswami,Shri Dulal Chandra",Quality of Services Under ICDS,http://164.100.24.220/loksabhaquestions/annex/176/AU3207.pdf
3203,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Tharoor,Dr. Shashi",Human Development Index 2020,http://164.100.24.220/loksabhaquestions/annex/176/AU3203.pdf
3198,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Bapat,Shri Girish Bhalchandra,Munde,Dr. Pritam Gopinath,Shewale,Shri Rahul Ramesh",National Early Childhood Care and Education Policy,http://164.100.24.220/loksabhaquestions/annex/176/AU3198.pdf
3197,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Sethi,Smt. Sarmistha",Participation of Women in the Workforce,http://164.100.24.220/loksabhaquestions/annex/176/AU3197.pdf
3196,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Dilip,Shri Saikia,Kaushik,Shri Ramesh Chander",Crime against Children,http://164.100.24.220/loksabhaquestions/annex/176/AU3196.pdf
3171,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Ram,Shri Vishnu Dayal",Pending Cases of Child Sexual Abuse,http://164.100.24.220/loksabhaquestions/annex/176/AU3171.pdf
3167,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Jolle,Shri Annasaheb Shankar,Jadhav,Dr. Umesh G.,Surya,Shri L.S. Tejasvi,Mallah,Shri Kripanath,Meena,Smt. Jaskaur,Raghavendra,Shri B. Y.,Simha,Shri Prathap",Nirbhaya Scheme,http://164.100.24.220/loksabhaquestions/annex/176/AU3167.pdf
3162,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Sarangi,Shri Pratap Chandra",Irregularities in ICDS,http://164.100.24.220/loksabhaquestions/annex/176/AU3162.pdf
3158,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Ravikumar,Shri D.",Abolition of Patriarchy in Government Business,http://164.100.24.220/loksabhaquestions/annex/176/AU3158.pdf
3147,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Devarayalu,Shri Lavu Sri Krishna",Sexual Exploitation and Trafficking of Women and Children,http://164.100.24.220/loksabhaquestions/annex/176/AU3147.pdf
3127,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Joshi,Prof. Rita Bahuguna",Overcrowding of Childcare Institutions,http://164.100.24.220/loksabhaquestions/annex/176/AU3127.pdf
3114,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Reddy,Dr. Gaddam Ranjith",Funding Under POSHAN Abhiyaan,http://164.100.24.220/loksabhaquestions/annex/176/AU3114.pdf
3102,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Ambareesh,Smt. Sumalatha",Implementation of POSHAN Abhiyaan,http://164.100.24.220/loksabhaquestions/annex/176/AU3102.pdf
3096,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Mahato,Shri Jyotirmay Singh",Condition of Juvenile Home Inmates,http://164.100.24.220/loksabhaquestions/annex/176/AU3096.pdf
3091,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Khaleque, Shri Abdul",Integrated Child Development Programme,http://164.100.24.220/loksabhaquestions/annex/176/AU3091.pdf
3080,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Banerjee, Shri Abhishek",Digital Literacy Among Women,http://164.100.24.220/loksabhaquestions/annex/176/AU3080.pdf
3068,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,Dr. T. Sumathy (a) Thamizhachi Thangapandian,ICDS Entitlements,http://164.100.24.220/loksabhaquestions/annex/176/AU3068.pdf
3065,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Bisoyi,Smt. Pramila",Funding Under ICDS and PMMVY,http://164.100.24.220/loksabhaquestions/annex/176/AU3065.pdf
3064,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Saraswati,Shri Sumedhanand",Marriageable Age for Women,http://164.100.24.220/loksabhaquestions/annex/176/AU3064.pdf
3062,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Goswami,Shri Dulal Chandra",National Nutrition Mission,http://164.100.24.220/loksabhaquestions/annex/176/AU3062.pdf
3061,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Samanta,Shri Achyutananda",Poshan Tracker Application,http://164.100.24.220/loksabhaquestions/annex/176/AU3061.pdf
3053,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Kamait,Shri Dileshwar,Kora,Smt. Geeta,Sharma,Shri Jugal Kishore",Malnutrition Free India,http://164.100.24.220/loksabhaquestions/annex/176/AU3053.pdf
3047,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Sreekandan,Shri Vellalath Kochukrishnan Nair.",Survivors of Gender Based Violence,http://164.100.24.220/loksabhaquestions/annex/176/AU3047.pdf
3046,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Bholanath (B.P. Saroj),Shri ,Godse,Shri Hemant Tukaram",Swadhar Greh Scheme,http://164.100.24.220/loksabhaquestions/annex/176/AU3046.pdf
3032,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Mann,Shri Bhagwant",Malnourished Women and Children,http://164.100.24.220/loksabhaquestions/annex/176/AU3032.pdf
3029,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Bandi,Shri Sanjay Kumar",Beti Bachao Beti Padhao Scheme,http://164.100.24.220/loksabhaquestions/annex/176/AU3029.pdf
3026,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Kundariya,Shri Mohanbhai Kalyanji,Rathod,Shri Dipsinh Shankarsinh",Task Force to Examine Maternal Mortality Rate,http://164.100.24.220/loksabhaquestions/annex/176/AU3026.pdf
3021,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Nath,Shri Balak,Bhatt,Smt. Ranjanben Dhananjay,Saraswati,Shri Sumedhanand,Rawat,Shri Ashok Kumar,Singh,Shri Pradeep Kumar",Poshan Yoddha,http://164.100.24.220/loksabhaquestions/annex/176/AU3021.pdf
3016,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Baghel,Shri Vijay,Sao,Shri Arun,Soni,Shri Sunil Kumar",Malnutrition Among Women and Children,http://164.100.24.220/loksabhaquestions/annex/176/AU3016.pdf
3002,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Gandhi,Shri Rahul",Anganwadi Workers and Anganwadi Helpers,http://164.100.24.220/loksabhaquestions/annex/176/AU3002.pdf
2997,UNSTARRED ,06.08.2021,WOMEN AND CHILD DEVELOPMENT,"Mandal,Shri Ajay Kumar",Cases of Domestic Violence,http://164.100.24.220/loksabhaquestions/annex/176/AU2997.pdf
180,STARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Anand,Shri D. M. Kathir",Swadhar Greh Scheme,http://164.100.24.220/loksabhaquestions/annex/176/AS180.pdf
178,STARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Rana,Smt Navneet Ravi",Social and Behavioural Change Communication Campaigns,http://164.100.24.220/loksabhaquestions/annex/176/AS178.pdf
166,STARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Singh,Shri Parvesh Sahib,Karunanidhi,Smt. Kanimozhi",Global Gender Gap Report,http://164.100.24.220/loksabhaquestions/annex/176/AS166.pdf
164,STARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Nagar,Shri Malook",Pradhan Mantri Matru Vandana Yojana,http://164.100.24.220/loksabhaquestions/annex/176/AS164.pdf
161,STARRED Supp. Ques  ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Suman,Dr. Alok Kumar",Pradhan Mantri Mahila Shakti Kendra Scheme,http://164.100.24.220/loksabhaquestions/annex/176/AS161.pdf
2064,UNSTARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Bapat,Shri Girish Bhalchandra,Ahmed,Smt. Sajda,Munde,Dr. Pritam Gopinath,Shewale,Shri Rahul Ramesh",Comprehensive Policy For Orphaned Children,http://164.100.24.220/loksabhaquestions/annex/176/AU2064.pdf
2055,UNSTARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Khaleque, Shri Abdul,Kuriakose,Adv. Dean",Financial Assistance for Children Orphaned Due to Covid,http://164.100.24.220/loksabhaquestions/annex/176/AU2055.pdf
2046,UNSTARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Gandhi,Smt. Maneka Sanjay",District Child Protection Units,http://164.100.24.220/loksabhaquestions/annex/176/AU2046.pdf
2042,UNSTARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Aujla,Shri Gurjeet Singh",Commission for Protection of Child Right,http://164.100.24.220/loksabhaquestions/annex/176/AU2042.pdf
2027,UNSTARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Basheer,Shri E. T. Mohammed",Malnutrition Authority,http://164.100.24.220/loksabhaquestions/annex/176/AU2027.pdf
2021,UNSTARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Jaunapuria,Shri Sukhbir Singh",Purna Shakti Kendra,http://164.100.24.220/loksabhaquestions/annex/176/AU2021.pdf
2017,UNSTARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Ravikumar,Shri D.",Child Care Institutions,http://164.100.24.220/loksabhaquestions/annex/176/AU2017.pdf
2004,UNSTARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Pal ,Shri Jagdambika",Suicide Rates in Youth,http://164.100.24.220/loksabhaquestions/annex/176/AU2004.pdf
1993,UNSTARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Rawat,Shri Upendra Singh",Anganwadi Training Centres,http://164.100.24.220/loksabhaquestions/annex/176/AU1993.pdf
1985,UNSTARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Venkatesan,Shri S.",Global Hunger Index 2020,http://164.100.24.220/loksabhaquestions/annex/176/AU1985.pdf
1984,UNSTARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Kesineni,Shri Srinivas",Foster Care and Sponsorship,http://164.100.24.220/loksabhaquestions/annex/176/AU1984.pdf
1970,UNSTARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Sudhakaran,Shri Kumbakudi",Sakhi/One Stop Centre,http://164.100.24.220/loksabhaquestions/annex/176/AU1970.pdf
1965,UNSTARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Anuradha,Smt. Chinta ,Venkata Satyavathi,Dr. Beesetti ,Madhav,Shri Kuruva Gorantla,Ramesh,Shri T.R.V.S.",Protection Of Covid Affected Children,http://164.100.24.220/loksabhaquestions/annex/176/AU1965.pdf
1954,UNSTARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Sarangi,Smt. Aparajita",Menstrual Hygiene Among Adolescent Girls,http://164.100.24.220/loksabhaquestions/annex/176/AU1954.pdf
1952,UNSTARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Chatterjee,Smt. Locket,Bhatt,Smt. Ranjanben Dhananjay,Vishnu Prasad,Dr. M.K.",Child Sexual Abuse,http://164.100.24.220/loksabhaquestions/annex/176/AU1952.pdf
1946,UNSTARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Tharoor,Dr. Shashi",Matru Purna Scheme,http://164.100.24.220/loksabhaquestions/annex/176/AU1946.pdf
1943,UNSTARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Bandi,Shri Sanjay Kumar",Integrated Child Development Scheme,http://164.100.24.220/loksabhaquestions/annex/176/AU1943.pdf
1919,UNSTARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Dharambir Singh,Shri",Anganwadi Centres,http://164.100.24.220/loksabhaquestions/annex/176/AU1919.pdf
1904,UNSTARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Singh,Dr. Amar,Prakash,Adv. Adoor,Benny,Shri Behanan,Antony, Shri Anto",POSHAN Mission 2.0,http://164.100.24.220/loksabhaquestions/annex/176/AU1904.pdf
1899,UNSTARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Paswan,Shri Kamlesh",Sexual Harassment of Children in Juvenile Homes,http://164.100.24.220/loksabhaquestions/annex/176/AU1899.pdf
1895,UNSTARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Bohra,Shri Ramcharan",Homeless Children,http://164.100.24.220/loksabhaquestions/annex/176/AU1895.pdf
1885,UNSTARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Adhikari, Shri Sisir Kumar",Nutritional Rehabilitation,http://164.100.24.220/loksabhaquestions/annex/176/AU1885.pdf
1867,UNSTARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Patel,Shri Mitesh Rameshbhai (Bakabhai)",Supplementary Nutrition under ICDS,http://164.100.24.220/loksabhaquestions/annex/176/AU1867.pdf
1866,UNSTARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Gandhi,Shri Feroze Varun,Selvaraj,Shri M.",Special Courts Under POCSO Act,http://164.100.24.220/loksabhaquestions/annex/176/AU1866.pdf
1844,UNSTARRED ,30.07.2021,WOMEN AND CHILD DEVELOPMENT,"Kuriakose,Adv. Dean",Cases Under POCSO Act,http://164.100.24.220/loksabhaquestions/annex/176/AU1844.pdf
72,STARRED ,23.07.2021,WOMEN AND CHILD DEVELOPMENT,"Godse,Shri Hemant Tukaram",Capacity Building Interface for Women,http://164.100.24.220/loksabhaquestions/annex/176/AS72.pdf
